time,place,latitude,longitude,depth,mag
2014-01-03 13:39:51,Kuril Islands,46.3274,153.0956,19.47,4.6
2014-01-02 18:05:37,Kuril Islands,46.9042,152.8863,35.0,4.7
2014-01-02 13:11:05,"11km E of Ohara, Japan",35.262,140.5056,28.93,4.8
2014-01-02 07:48:30,"8km E of Ohara, Japan",35.2496,140.4761,35.0,4.5
2014-01-01 14:39:26,"21km ESE of Takahagi, Japan",36.6547,140.9389,61.76,4.9
2014-01-01 07:04:04,"260km W of Kamiiso, Japan",41.9117,137.5205,285.08,4.9
2013-12-31 20:42:52,"271km ESE of Iwo Jima, Japan",23.6989,143.7362,23.99,4.7
2013-12-31 01:02:59,"4km S of Takahagi, Japan",36.6768,140.7171,9.99,5.1
2013-12-30 09:44:16,"74km NE of Hasaki, Japan",36.1916,141.4436,35.27,4.7
2013-12-29 09:11:32,"74km ESE of Haebaru, Japan",26.1029,128.5694,19.77,4.6
2013-12-29 01:22:16,"45km ESE of Ishinomaki, Japan",38.1923,141.7347,60.64,4.5
2013-12-29 01:17:56,"101km NW of Hachijo-jima, Japan",33.6802,138.971,53.36,4.6
2013-12-28 07:50:33,Kuril Islands,46.6486,152.681,69.89,4.6
2013-12-27 10:31:20,"67km ESE of Hachinohe, Japan",40.3041,142.2498,62.25,5.0
2013-12-27 06:42:29,"83km NW of Chichi-shima, Japan",27.69,141.7191,63.21,4.6
2013-12-26 05:33:44,"59km NNE of Iwo Jima, Japan",25.308,141.4628,125.99,4.5
2013-12-25 18:43:24,"73km ESE of Mutsu, Japan",41.0934,142.0558,77.74,4.6
2013-12-25 02:56:26,"94km ESE of Hasaki, Japan",35.3613,141.7669,40.81,4.6
2013-12-24 22:41:57,"48km ESE of Iwaki, Japan",36.8354,141.3577,47.67,4.6
2013-12-24 17:12:45,"112km WSW of Iwanai, Japan",42.5491,139.2667,34.32,4.7
2013-12-24 14:29:03,"174km WNW of Chichi-shima, Japan",27.588,140.5466,160.03,4.6
2013-12-23 16:48:41,"147km NNW of Chichi-shima, Japan",28.3228,141.6607,57.58,4.8
2013-12-23 09:25:12,"135km E of Hasaki, Japan",35.5027,142.302,17.4,5.1
2013-12-23 09:11:31,"148km ENE of Hasaki, Japan",36.0942,142.4131,7.48,5.3
2013-12-23 06:57:29,"118km E of Hasaki, Japan",35.688,142.1406,8.0,5.6
2013-12-21 16:51:36,"233km ESE of Ishinomaki, Japan",37.7115,143.8124,34.92,4.7
2013-12-21 01:34:13,"12km S of Asahi, Japan",35.6065,140.6497,35.36,5.5
2013-12-20 16:10:46,"3km SSW of Toride, Japan",35.8725,140.0637,72.65,5.3
2013-12-20 06:00:31,"170km SE of Hachijo-jima, Japan",32.1248,141.2244,50.77,4.5
2013-12-19 13:55:55,"19km NNW of Ishikawa, Japan",26.5794,127.7289,37.39,4.5
2013-12-19 04:25:56,"137km E of Yamada, Japan",39.3809,143.5373,20.53,4.7
2013-12-18 12:54:38,"Izu Islands, Japan region",30.1622,138.6377,431.46,5.2
2013-12-18 10:14:08,"74km SE of Ofunato, Japan",38.6181,142.3482,35.59,4.7
2013-12-17 17:13:48,"48km ESE of Nemuro, Japan",43.1179,146.1038,68.82,4.9
2013-12-15 20:55:48,"215km E of Yamada, Japan",39.3472,144.4435,32.02,4.5
2013-12-15 17:17:42,"47km ENE of Kushiro, Japan",43.1607,144.9064,78.79,4.8
2013-12-15 15:54:12,"7km W of Naka, Japan",36.06,140.0804,82.92,4.9
2013-12-15 15:35:15,"113km ESE of Kitaibaraki, Japan",36.3558,141.9068,38.1,4.7
2013-12-15 11:43:29,"118km SSE of Shizunai, Japan",41.429,143.1257,44.57,4.5
2013-12-14 15:13:53,"2km ENE of Tenri, Japan",34.594,135.857,21.81,4.5
2013-12-14 04:06:15,"6km S of Asahi, Japan",35.6544,140.6546,42.0,5.5
2013-12-12 02:24:57,"27km SSE of Kushima, Japan",31.2224,131.3207,52.94,4.7
2013-12-11 23:06:32,Kuril Islands,47.0005,153.0068,66.94,4.5
2013-12-11 07:36:48,"18km NW of Nishinoomote, Japan",30.845,130.8607,69.33,4.7
2013-12-11 03:00:17,"33km ESE of Iwaki, Japan",36.9821,141.2542,47.56,4.5
2013-12-10 09:50:24,"69km E of Ishigaki, Japan",24.304,124.8454,65.35,4.5
2013-12-09 22:26:04,"203km SW of Fukue, Japan",31.3802,127.3293,10.0,4.5
2013-12-09 20:36:49,"112km ESE of Kitaibaraki, Japan",36.4198,141.9222,26.41,5.1
2013-12-08 09:43:52,Kuril Islands,47.3284,153.1835,72.19,4.6
2013-12-05 08:54:36,"57km SE of Iwo Jima, Japan",24.3766,141.6867,57.21,4.5
2013-12-04 21:10:11,"86km ENE of Hasaki, Japan",35.8963,141.7741,16.36,4.5
2013-12-04 18:43:28,"43km SE of Namie, Japan",37.2392,141.381,46.71,4.7
2013-12-04 14:30:33,"198km E of Nago, Japan",26.3474,129.9441,27.93,4.7
2013-12-03 22:01:15,"216km ESE of Iwo Jima, Japan",23.9572,143.2633,9.0,5.4
2013-12-03 19:55:52,"53km ENE of Ishinomaki, Japan",38.5828,141.8734,63.55,4.7
2013-12-03 09:16:43,"91km ESE of Kitaibaraki, Japan",36.492,141.7115,18.32,5.1
2013-12-03 06:58:16,"5km E of Hasaki, Japan",35.7314,140.8952,15.62,4.6
2013-12-02 21:26:39,"4km S of Okunoya, Japan",36.2425,140.4251,71.69,4.7
2013-12-02 19:21:36,"101km E of Namie, Japan",37.5964,142.1436,35.1,4.5
2013-12-02 14:33:51,"91km E of Ishinomaki, Japan",38.2751,142.3304,59.27,4.8
2013-11-28 16:15:06,"10km S of Funabashi, Japan",35.5978,139.9774,72.22,5.0
2013-11-27 17:45:50,"59km SE of Muroran, Japan",42.0166,141.5895,94.79,5.0
2013-11-26 15:44:22,Kuril Islands,46.8197,152.9308,63.06,4.5
2013-11-26 14:19:07,"242km NNW of Chichi-shima, Japan",29.0379,141.1064,73.09,4.8
2013-11-25 16:38:49,"74km S of Nishinoomote, Japan",30.0642,131.0807,37.77,4.7
2013-11-25 15:43:02,"56km E of Ishinomaki, Japan",38.4819,141.94,52.86,5.0
2013-11-25 03:23:54,"51km N of Wakkanai, Japan",45.8689,141.7258,19.54,5.1
2013-11-24 10:17:40,"203km ESE of Hachijo-jima, Japan",32.3457,141.7904,18.88,4.5
2013-11-23 18:42:10,"59km SW of Kushiro, Japan",42.5841,143.8725,77.26,4.7
2013-11-23 16:26:41,"24km ESE of Shizunai, Japan",42.264,142.6538,52.5,4.6
2013-11-22 21:05:13,"234km W of Kamiiso, Japan",41.6623,137.8339,19.05,5.3
2013-11-22 18:43:00,Kuril Islands,48.1961,154.435,62.66,4.6
2013-11-22 06:18:29,"203km E of Hasaki, Japan",35.8605,143.0826,25.58,4.5
2013-11-22 06:13:13,"Off the east coast of Honshu, Japan",37.1259,144.8611,34.92,4.7
2013-11-22 03:17:05,Kuril Islands,46.4512,153.0688,11.0,5.3
2013-11-21 19:57:52,"25km ENE of Namie, Japan",37.5478,141.2731,52.72,4.8
2013-11-21 19:47:01,Kuril Islands,46.4437,152.8635,14.94,4.5
2013-11-21 12:37:34,"123km ESE of Hachijo-jima, Japan",32.7443,141.0622,41.86,4.8
2013-11-21 08:59:24,"25km ESE of Miyako, Japan",39.5782,142.2342,61.71,4.5
2013-11-21 03:37:57,"90km E of Namie, Japan",37.519,142.0183,37.34,4.9
2013-11-20 21:23:18,"3km E of Yokote, Japan",39.3029,140.6032,128.87,4.5
2013-11-19 20:53:27,"20km WNW of Iwo Jima, Japan",24.8208,141.1299,200.06,4.5
2013-11-19 09:46:42,"184km SE of Chichi-shima, Japan",26.1091,143.7139,10.0,4.6
2013-11-19 09:42:37,"189km ESE of Chichi-shima, Japan",26.7056,144.0774,15.23,4.7
2013-11-18 19:10:45,"24km SE of Toba, Japan",34.3343,137.0475,328.0,5.6
2013-11-18 16:29:44,"197km E of Chichi-shima, Japan",26.7632,144.1752,17.62,4.8
2013-11-18 14:20:16,"188km ESE of Chichi-shima, Japan",26.5905,144.0303,15.44,4.6
2013-11-18 12:20:33,"185km ESE of Chichi-shima, Japan",26.6432,144.017,10.0,4.7
2013-11-18 02:20:36,"148km E of Chichi-shima, Japan",27.0197,143.7119,10.0,4.6
2013-11-18 01:15:30,"66km E of Iwo Jima, Japan",24.8631,141.9804,50.89,4.5
2013-11-16 17:00:02,"3km W of Togane, Japan",35.5459,140.3297,62.52,4.7
2013-11-16 11:44:41,"2km E of Chiba-shi, Japan",35.6039,140.1529,59.4,5.5
2013-11-16 08:14:53,"69km ENE of Namie, Japan",37.7876,141.6836,46.3,4.8
2013-11-16 06:05:22,"161km ESE of Namie, Japan",37.1476,142.7688,14.73,4.8
2013-11-16 05:54:36,"18km ENE of Kamaishi, Japan",39.3067,142.0954,51.18,5.0
2013-11-16 05:42:19,"203km ESE of Kamaishi, Japan",38.5996,144.0639,29.72,4.8
2013-11-15 18:57:55,"63km NNE of Naze, Japan",28.9198,129.6623,56.2,5.2
2013-11-15 18:51:19,"118km E of Chichi-shima, Japan",27.0305,143.4089,28.81,4.5
2013-11-15 02:00:33,"81km ENE of Mutsu, Japan",41.4306,142.177,46.0,5.5
2013-11-14 14:23:40,"152km SSE of Nishinoomote, Japan",29.4625,131.6079,20.27,4.5
2013-11-14 12:39:07,"106km ENE of Miyako, Japan",39.8523,143.1645,30.99,4.8
2013-11-14 11:47:31,"275km ESE of Kamaishi, Japan",38.2073,144.7434,24.1,4.5
2013-11-12 16:23:36,"230km SE of Ofunato, Japan",37.8481,143.85,4.4,4.6
2013-11-12 16:01:02,"61km ESE of Haebaru, Japan",26.0869,128.4197,13.46,4.6
2013-11-12 11:36:04,"107km W of Kamiiso, Japan",41.6846,139.3638,195.78,4.7
2013-11-11 20:54:27,"54km SE of Ofunato, Japan",38.7196,142.1492,48.42,4.9
2013-11-11 16:38:31,"60km SSE of Hasaki, Japan",35.2751,141.1983,32.13,4.6
2013-11-11 16:12:40,"299km ESE of Ishinomaki, Japan",37.4599,144.4898,41.11,4.8
2013-11-10 13:29:21,"18km SSW of Makurazaki, Japan",31.1209,130.2256,168.32,4.7
2013-11-10 05:24:35,"Off the east coast of Honshu, Japan",37.2324,145.0161,10.18,4.8
2013-11-09 22:37:50,"3km WSW of Moriya, Japan",35.9187,139.9684,64.31,5.6
2013-11-09 05:03:22,"136km ENE of Miyako, Japan",39.8773,143.5095,33.52,4.5
2013-11-08 09:15:22,"83km E of Oarai, Japan",36.2605,141.5242,48.01,4.5
2013-11-07 17:16:10,"36km SSE of Obihiro, Japan",42.6268,143.4137,106.17,4.5
2013-11-07 13:48:42,"114km ENE of Chichi-shima, Japan",27.4581,143.2895,28.8,4.5
2013-11-07 08:01:14,"204km NNE of Chichi-shima, Japan",28.7935,143.0096,35.03,4.6
2013-11-06 01:13:30,"96km E of Nago, Japan",26.6205,128.945,31.56,5.4
2013-11-05 12:48:41,"150km ENE of Hachinohe, Japan",41.0179,143.1421,39.72,4.7
2013-11-05 09:45:14,"Off the east coast of Honshu, Japan",37.154,144.7169,35.04,4.7
2013-11-05 04:18:26,"Izu Islands, Japan region",30.2729,140.4052,115.99,4.9
2013-11-05 01:50:17,"Izu Islands, Japan region",29.9991,141.9702,45.76,4.8
2013-11-04 14:21:51,"56km ESE of Kitaibaraki, Japan",36.6394,141.3508,5.66,4.7
2013-11-04 13:47:20,"35km ESE of Kitaibaraki, Japan",36.7153,141.1338,24.98,4.8
2013-11-03 12:59:34,"68km ESE of Haebaru, Japan",26.0088,128.4469,9.06,4.6
2013-11-03 12:27:52,"60km ESE of Haebaru, Japan",26.0861,128.4107,13.4,4.5
2013-11-03 12:16:56,"60km ESE of Haebaru, Japan",26.0913,128.4171,19.18,5.4
2013-11-03 08:52:56,"123km E of Ishinomaki, Japan",38.2654,142.6953,35.0,5.2
2013-11-03 05:25:15,"1km WNW of Ushiku, Japan",35.9713,140.1213,76.63,5.1
2013-11-03 00:38:04,"154km E of Namie, Japan",37.5344,142.7423,34.99,4.5
2013-10-31 15:01:05,"121km E of Ishinomaki, Japan",38.2487,142.6742,22.02,5.3
2013-10-30 22:00:44,"43km ESE of Oarai, Japan",36.2087,141.0674,45.41,4.7
2013-10-30 10:07:32,"55km N of Iwo Jima, Japan",25.2828,141.274,93.2,4.5
2013-10-30 09:22:29,"212km SE of Hachijo-jima, Japan",31.9412,141.6182,10.99,4.7
2013-10-30 03:22:01,"33km ENE of Iwaki, Japan",37.1118,141.2547,28.98,4.8
2013-10-29 15:12:01,"291km ESE of Namie, Japan",36.7396,144.1441,26.31,4.7
2013-10-28 20:59:42,"297km SSE of Kushiro, Japan",40.4452,145.5387,35.29,4.9
2013-10-28 16:41:10,"Off the east coast of Honshu, Japan",36.981,144.5705,34.46,4.7
2013-10-27 23:01:45,"Off the east coast of Honshu, Japan",37.1804,144.7063,10.08,5.0
2013-10-27 20:47:26,"Off the east coast of Honshu, Japan",36.9655,144.5452,34.97,4.5
2013-10-27 18:13:06,"Off the east coast of Honshu, Japan",37.0876,144.5734,20.16,5.5
2013-10-27 08:27:01,"288km SE of Hachijo-jima, Japan",31.1332,141.8244,34.94,4.5
2013-10-27 05:33:55,"Off the east coast of Honshu, Japan",36.9892,145.1429,10.0,4.5
2013-10-26 07:30:43,"Off the east coast of Honshu, Japan",37.1553,144.4735,44.01,4.5
2013-10-26 05:18:45,"Off the east coast of Honshu, Japan",37.2276,144.7704,41.35,4.6
2013-10-26 02:08:06,"Off the east coast of Honshu, Japan",37.0721,144.5654,34.3,4.6
2013-10-26 01:06:49,"Off the east coast of Honshu, Japan",37.067,144.6254,29.07,4.8
2013-10-25 21:27:34,"Off the east coast of Honshu, Japan",37.1057,144.6715,10.0,5.5
2013-10-25 20:21:08,"Off the east coast of Honshu, Japan",37.2223,144.8699,35.61,4.9
2013-10-25 19:07:24,"Off the east coast of Honshu, Japan",37.2102,145.0873,11.63,4.6
2013-10-25 19:02:58,"Off the east coast of Honshu, Japan",37.0058,144.7013,18.82,4.8
2013-10-25 19:02:08,"228km ESE of Hasaki, Japan",35.2788,143.2924,25.83,4.6
2013-10-25 18:07:58,"Off the east coast of Honshu, Japan",37.2634,144.4977,35.11,4.6
2013-10-25 18:03:09,"Off the east coast of Honshu, Japan",37.0113,144.3939,36.13,4.6
2013-10-25 17:57:39,"Off the east coast of Honshu, Japan",37.2349,144.7009,33.88,5.1
2013-10-25 17:52:30,"Off the east coast of Honshu, Japan",37.3048,144.8081,31.26,4.8
2013-10-25 17:47:56,"Off the east coast of Honshu, Japan",36.9768,145.0272,17.49,4.8
2013-10-25 17:36:46,"Off the east coast of Honshu, Japan",37.1347,144.5586,37.53,4.7
2013-10-25 17:27:59,"Off the east coast of Honshu, Japan",37.1657,144.9698,37.01,5.4
2013-10-25 17:22:53,"Off the east coast of Honshu, Japan",37.2544,144.6049,35.67,5.1
2013-10-25 17:10:19,"Off the east coast of Honshu, Japan",37.1557,144.6611,35.0,7.1
2013-10-24 04:04:18,"10km NNW of Mutsu, Japan",41.3764,141.1783,121.42,4.7
2013-10-22 01:18:45,"83km ENE of Namie, Japan",37.7299,141.8937,25.7,5.3
2013-10-21 22:55:01,"223km SE of Ofunato, Japan",37.888,143.7856,31.12,4.6
2013-10-21 19:18:17,"150km ESE of Namie, Japan",37.0021,142.5903,20.89,4.6
2013-10-21 03:33:34,"50km E of Shizunai, Japan",42.2869,142.9818,57.22,4.5
2013-10-20 01:07:31,"6km ENE of Funaishikawa, Japan",36.4787,140.6357,66.9,4.6
2013-10-19 22:51:31,"164km ENE of Miyako, Japan",39.9312,143.8305,36.09,4.7
2013-10-19 15:14:25,"47km ESE of Ishinomaki, Japan",38.2029,141.7661,62.09,4.9
2013-10-18 05:17:57,"131km ENE of Miyako, Japan",39.8811,143.4567,33.89,4.8
2013-10-17 16:54:22,"186km E of Hachinohe, Japan",40.743,143.6767,31.8,4.7
2013-10-17 06:22:57,"114km E of Chichi-shima, Japan",27.2291,143.3612,10.0,4.7
2013-10-16 23:40:28,"211km ESE of Iwaki, Japan",36.6076,143.1916,30.58,4.5
2013-10-15 05:58:40,"104km ESE of Iwaki, Japan",36.6732,141.9589,33.68,4.7
2013-10-13 14:29:00,Kuril Islands,45.4323,151.9317,21.27,4.5
2013-10-12 07:54:14,"103km ESE of Iwaki, Japan",36.6109,141.9049,33.49,4.6
2013-10-11 17:43:12,"14km E of Funaishikawa, Japan",36.4599,140.73,53.1,4.7
2013-10-11 08:22:02,"26km E of Iwaki, Japan",37.0553,141.18,62.93,4.6
2013-10-09 22:46:39,"47km NNE of Miyako, Japan",40.0353,142.1521,69.77,4.7
2013-10-09 21:43:44,"206km ESE of Hachijo-jima, Japan",32.288,141.7967,25.03,4.8
2013-10-09 01:06:16,"137km SSW of Nishinoomote, Japan",29.5813,130.4707,49.08,5.0
2013-10-08 11:45:20,"37km E of Nichinan, Japan",31.6636,131.7599,37.55,4.8
2013-10-07 11:59:26,"253km S of Hachijo-jima, Japan",30.8336,140.2869,62.31,4.5
2013-10-05 19:06:21,"131km E of Miyako, Japan",39.5893,143.4789,34.18,4.6
2013-10-04 12:30:47,"244km WNW of Chichi-shima, Japan",27.6181,139.8199,464.95,4.7
2013-10-03 20:35:05,"99km E of Ishinomaki, Japan",38.2876,142.428,42.93,4.5
2013-10-03 04:13:50,"46km ESE of Naze, Japan",28.2046,129.9159,23.67,5.2
2013-10-01 16:08:24,"11km SW of Shiozawa, Japan",36.9516,138.7799,104.3,4.5
2013-10-01 14:17:34,East of the Kuril Islands,44.209,151.9644,16.29,4.5
2013-09-30 13:37:39,"19km SE of Kitaibaraki, Japan",36.6819,140.9289,45.98,4.8
2013-09-30 00:11:54,"157km W of Iwanai, Japan",43.0548,138.5755,218.55,4.7
2013-09-29 05:04:16,"180km ENE of Naze, Japan",28.7024,131.2927,10.07,4.6
2013-09-28 14:18:54,"78km W of Chichi-shima, Japan",27.038,141.4233,60.47,4.7
2013-09-27 19:37:49,"17km SSE of Kushima, Japan",31.3228,131.3222,46.53,4.8
2013-09-27 05:51:35,"112km ESE of Hachijo-jima, Japan",32.6014,140.8631,56.36,4.7
2013-09-26 20:07:26,"29km E of Kitaibaraki, Japan",36.7887,141.0755,31.8,4.5
2013-09-25 17:28:03,"140km NNE of Chichi-shima, Japan",28.2862,142.6792,26.74,4.8
2013-09-24 14:07:41,"185km WNW of Chichi-shima, Japan",27.98,140.6326,66.18,5.1
2013-09-24 13:44:15,"151km ESE of Hachijo-jima, Japan",32.4881,141.2501,26.33,4.8
2013-09-23 16:40:29,"Bonin Islands, Japan region",28.3512,138.7145,532.91,4.8
2013-09-21 20:29:45,"79km S of Nishinoomote, Japan",30.0201,131.0,37.87,4.6
2013-09-21 20:26:48,"72km SSE of Nishinoomote, Japan",30.101,131.1832,40.79,4.8
2013-09-21 20:05:45,"68km S of Nishinoomote, Japan",30.1235,131.103,41.61,4.7
2013-09-21 15:11:23,"43km ESE of Owase, Japan",33.8857,136.6234,375.27,4.5
2013-09-20 06:50:27,"78km S of Nishinoomote, Japan",30.0386,131.1453,31.58,5.0
2013-09-19 23:23:01,"102km SW of Makurazaki, Japan",30.7291,129.4414,249.69,4.5
2013-09-19 17:25:06,"8km WNW of Iwaki, Japan",37.0674,140.7879,8.0,5.4
2013-09-18 22:44:57,"15km SSE of Ishikawa, Japan",37.0214,140.5029,49.67,4.5
2013-09-18 18:44:35,Kuril Islands,47.8234,154.146,60.88,4.6
2013-09-18 00:27:46,"65km SE of Ofunato, Japan",38.7119,142.3169,44.08,5.0
2013-09-17 12:41:45,"85km E of Chichi-shima, Japan",26.9396,143.0602,10.11,4.5
2013-09-16 22:58:49,"121km NE of Naze, Japan",29.0967,130.4081,30.19,4.7
2013-09-16 13:02:19,"201km NNE of Chichi-shima, Japan",28.862,142.6243,33.55,4.8
2013-09-15 17:35:42,"74km S of Nishinoomote, Japan",30.0611,130.9982,31.63,4.7
2013-09-15 13:09:42,"236km E of Namie, Japan",37.303,143.6587,28.98,4.6
2013-09-15 05:15:13,"102km SE of Hirara, Japan",24.1234,125.9753,35.0,4.5
2013-09-15 00:38:34,"124km SE of Hasaki, Japan",34.8567,141.682,39.35,4.5
2013-09-15 00:30:29,"145km SE of Iwo Jima, Japan",23.7841,142.2582,50.41,4.6
2013-09-14 12:42:00,"75km SE of Ofunato, Japan",38.6019,142.3516,37.59,4.6
2013-09-14 08:44:33,"32km SSE of Hasaki, Japan",35.4462,140.9134,35.04,4.7
2013-09-13 11:04:29,"144km E of Namie, Japan",37.4352,142.6268,35.0,4.6
2013-09-12 19:49:33,"20km ESE of Kitaibaraki, Japan",36.6974,140.956,45.99,4.5
2013-09-12 06:12:53,"60km WNW of Iwanai, Japan",43.127,139.7963,190.38,4.5
2013-09-11 07:11:31,"61km WNW of Iwanai, Japan",43.1012,139.7774,189.04,4.9
2013-09-11 05:35:30,"186km E of Chichi-shima, Japan",26.7579,144.054,10.0,4.5
2013-09-10 03:15:31,"24km SE of Iwaki, Japan",36.8673,141.0435,39.78,4.5
2013-09-09 22:01:44,East of the Kuril Islands,43.836,151.7249,10.0,4.7
2013-09-09 00:04:20,"8km WNW of Hitachi, Japan",36.6332,140.5587,11.23,4.9
2013-09-07 14:19:06,"185km SE of Shizunai, Japan",41.2592,144.0761,28.13,4.5
2013-09-07 11:35:49,"82km ESE of Nago, Japan",26.38,128.7737,25.11,4.5
2013-09-05 21:21:48,"47km W of Hirara, Japan",24.7645,124.812,28.65,4.8
2013-09-04 00:18:23,"Izu Islands, Japan region",29.9377,138.8325,402.0,6.5
2013-09-03 13:29:04,"133km NNE of Chichi-shima, Japan",28.1597,142.8151,31.14,4.6
2013-09-03 01:08:58,"204km SSE of Naze, Japan",26.6056,130.095,34.78,4.6
2013-09-02 16:28:22,"247km ESE of Ishinomaki, Japan",37.5377,143.8921,19.62,4.6
2013-09-01 10:25:32,"129km ESE of Hachijo-jima, Japan",32.5212,141.007,38.77,4.5
2013-08-31 23:48:53,"157km ENE of Miyako, Japan",40.0741,143.6995,35.04,4.7
2013-08-31 18:46:08,"21km ENE of Hasaki, Japan",35.7882,141.0581,25.07,4.6
2013-08-30 20:32:11,"12km W of Akita-shi, Japan",39.7044,139.9617,158.94,4.6
2013-08-30 16:56:33,"71km SE of Ofunato, Japan",38.6959,142.387,44.97,4.5
2013-08-30 08:32:28,"13km SW of Shingu, Japan",33.6457,135.8888,31.62,4.6
2013-08-29 22:15:13,"235km ESE of Ishinomaki, Japan",37.6697,143.8102,35.71,4.7
2013-08-29 02:47:34,"162km ENE of Miyako, Japan",40.2919,143.6514,25.54,4.7
2013-08-28 12:50:13,"Off the east coast of Honshu, Japan",37.4011,144.5323,10.83,4.6
2013-08-27 17:09:24,"107km E of Namie, Japan",37.6147,142.2012,35.5,4.7
2013-08-27 09:40:45,Kuril Islands,47.0995,152.6664,74.17,4.8
2013-08-26 06:08:05,"132km SE of Katsuura, Japan",34.3597,141.4007,35.61,4.7
2013-08-26 05:24:28,"25km SE of Ofunato, Japan",38.9077,141.9232,65.06,4.5
2013-08-25 14:25:23,"11km SSE of Ichihara, Japan",35.425,140.1516,52.75,4.5
2013-08-24 16:35:40,East of the Volcano Islands,25.7349,145.3734,36.62,4.5
2013-08-22 19:29:59,"129km ESE of Namie, Japan",37.0986,142.3773,40.44,4.6
2013-08-22 06:53:05,"47km E of Shizunai, Japan",42.3371,142.9435,63.87,4.8
2013-08-21 17:20:03,"35km ESE of Iwaki, Japan",36.9599,141.263,18.15,4.6
2013-08-21 15:28:03,"57km E of Namie, Japan",37.5633,141.6421,46.38,4.5
2013-08-21 12:27:03,"112km S of Itoman, Japan",25.1209,127.5097,20.02,4.5
2013-08-21 08:25:04,Kuril Islands,47.8683,152.7624,143.0,5.3
2013-08-20 17:41:19,"162km E of Iwaki, Japan",36.8549,142.6899,16.15,4.9
2013-08-20 14:19:48,"198km ESE of Kamaishi, Japan",38.6072,144.015,22.16,4.5
2013-08-18 05:35:19,"292km ESE of Kamaishi, Japan",38.0015,144.8243,10.13,4.7
2013-08-17 23:01:03,"33km NW of Hachijo-jima, Japan",33.2719,139.5165,34.63,4.7
2013-08-17 10:20:54,"101km ESE of Iwaki, Japan",36.5742,141.8505,34.82,4.7
2013-08-16 22:20:51,"38km W of Obihiro, Japan",42.882,142.7374,133.79,4.5
2013-08-16 16:28:22,"9km W of Kakudate, Japan",39.5938,140.4582,112.36,4.6
2013-08-14 22:53:52,"38km E of Kitaibaraki, Japan",36.7566,141.1842,10.15,4.5
2013-08-13 14:36:07,"55km SE of Iwo Jima, Japan",24.4787,141.7696,86.79,4.6
2013-08-13 01:01:42,"63km SE of Ofunato, Japan",38.7441,142.3146,31.32,4.7
2013-08-13 00:09:44,"35km WSW of Kitami, Japan",43.7191,143.4694,177.92,5.1
2013-08-12 16:25:41,"89km SSE of Toba, Japan",33.6964,137.0848,361.78,4.7
2013-08-12 12:59:33,"31km ESE of Iwaki, Japan",36.9036,141.1799,19.35,4.9
2013-08-12 00:51:10,"40km S of Shizunai, Japan",41.9723,142.3107,59.03,4.9
2013-08-11 06:05:01,"246km E of Hasaki, Japan",35.5649,143.5473,28.26,4.6
2013-08-09 22:56:03,"21km SE of Iwaki, Japan",36.9071,141.0419,60.77,5.0
2013-08-09 18:34:16,"182km SE of Hachijo-jima, Japan",32.04,141.3012,52.73,4.8
2013-08-09 16:40:20,"139km E of Miyako, Japan",39.7575,143.5751,18.74,4.7
2013-08-09 14:57:23,"156km E of Miyako, Japan",39.74,143.7712,11.76,4.8
2013-08-09 09:32:58,"269km ESE of Ishinomaki, Japan",37.6279,144.2,34.97,4.6
2013-08-09 02:59:37,"144km E of Miyako, Japan",39.7779,143.6251,32.87,5.0
2013-08-07 10:56:07,"187km SE of Katsuura, Japan",33.8869,141.6805,12.01,4.5
2013-08-07 07:51:31,"100km E of Mutsu, Japan",41.207,142.4091,68.85,4.7
2013-08-06 14:11:52,"185km N of Hirara, Japan",26.455,124.9911,208.62,4.8
2013-08-06 05:29:12,Kuril Islands,47.0988,153.9237,10.0,4.5
2013-08-04 20:08:33,"275km ESE of Ishinomaki, Japan",37.6213,144.274,35.47,4.5
2013-08-04 03:28:50,"54km ESE of Ishinomaki, Japan",38.2133,141.8621,56.0,5.8
2013-08-03 00:56:15,"19km S of Kosai-shi, Japan",34.5452,137.549,33.12,5.1
2013-08-02 12:27:38,"200km SE of Naze, Japan",27.0393,130.8682,10.0,4.6
2013-08-01 11:13:27,"68km SSE of Hasaki, Japan",35.2208,141.2459,34.44,4.5
2013-07-31 16:33:13,"50km NNW of Mombetsu, Japan",44.795,143.202,249.7,4.7
2013-07-31 05:40:52,"191km ESE of Iwaki, Japan",36.375,142.861,29.4,4.8
2013-07-31 00:14:16,"69km ESE of Ishinomaki, Japan",38.121,141.999,29.7,4.9
2013-07-29 18:26:13,"288km E of Miyako, Japan",39.545,145.313,33.0,4.5
2013-07-28 17:49:48,"113km E of Yamada, Japan",39.447,143.265,30.7,4.6
2013-07-28 11:36:00,"285km SW of Hachijo-jima, Japan",31.049,137.941,454.9,4.8
2013-07-27 09:04:47,"104km ENE of Miyako, Japan",39.9,143.125,33.8,4.6
2013-07-27 01:14:47,"184km E of Hachijo-jima, Japan",32.997,141.768,38.4,4.6
2013-07-27 01:08:59,"179km E of Hachijo-jima, Japan",33.019,141.716,9.9,5.3
2013-07-26 13:28:37,"88km NNW of Hirara, Japan",25.559,125.006,108.3,4.5
2013-07-25 19:05:07,"76km NE of Miyako, Japan",40.199,142.472,44.9,5.0
2013-07-24 01:47:28,"57km ESE of Naze, Japan",28.09,129.982,35.0,4.6
2013-07-23 03:02:13,"17km E of Ishikawa, Japan",37.136,140.65,15.5,5.3
